country,band,value,year
Singapore,900,0,2015
Singapore,1500,0,2015
Singapore,1800,0,2015
Singapore,2100,0,2015
Singapore,2300,0,2015
Singapore,2600,0,2015
Singapore,3400,0,2015
Singapore,3600,0,2015
Slovak Republic,700,0,2015
Slovak Republic,800,0,2015
Slovak Republic,900,0,2015
Slovak Republic,1500,0,2015
Slovak Republic,1800,0,2015
Slovak Republic,2100,0,2015
Slovak Republic,2300,0,2015
Slovak Republic,2600,0,2015
Slovak Republic,3400,0,2015
Slovak Republic,3600,0.003728275,2015
Slovenia,700,0,2015
Slovenia,800,0,2015
Slovenia,900,0,2015
Slovenia,1500,0,2015
Slovenia,1800,0,2015
Slovenia,2100,0,2015
Slovenia,2300,0,2015
Slovenia,2600,0,2015
Slovenia,3400,0,2015
Slovenia,3600,0,2015
Spain,700,0,2015
Spain,800,0,2015
Spain,900,0,2015
Spain,1500,0,2015
Spain,1800,0,2015
Spain,2100,0,2015
Spain,2300,0,2015
Spain,2600,0,2015
Spain,3400,0,2015
Spain,3600,0,2015
Sri Lanka,700,0,2015
Sri Lanka,800,0,2015
Sri Lanka,900,0,2015
Sri Lanka,1500,0,2015
Sri Lanka,1800,0,2015
Sri Lanka,2100,0,2015
Sri Lanka,2300,0,2015
Sri Lanka,2600,0,2015
Sri Lanka,3400,0,2015
Sri Lanka,3600,0,2015
Sweden,700,0,2015
Sweden,800,0,2015
Sweden,900,0,2015
Sweden,1500,0,2015
Sweden,1800,0,2015
Sweden,2100,0,2015
Sweden,2300,0,2015
Sweden,2600,0,2015
Sweden,3400,0,2015
Sweden,3600,0,2015
Switzerland,700,0,2015
Switzerland,800,0,2015
Switzerland,900,0,2015
Switzerland,1500,0,2015
Switzerland,1800,0,2015
Switzerland,2100,0,2015
Switzerland,2300,0,2015
Switzerland,2600,0,2015
Switzerland,3400,0,2015
Switzerland,3600,0,2015
Thailand,700,0,2015
Thailand,800,0,2015
Thailand,900,4.552442151,2015
Thailand,1500,0,2015
Thailand,1800,1.630844283,2015
Thailand,2100,0,2015
Thailand,2300,0,2015
Thailand,2600,0,2015
Thailand,3400,0,2015
Thailand,3600,0,2015
Turkey,700,0,2015
Turkey,800,0.681346747,2015
Turkey,900,0.498411085,2015
Turkey,1500,0,2015
Turkey,1800,0.252090089,2015
Turkey,2100,0.656888146,2015
Turkey,2300,0,2015
Turkey,2600,0.268345796,2015
Turkey,3400,0,2015
Turkey,3600,0,2015
Ukraine,700,0,2015
Ukraine,800,0,2015
Ukraine,900,0,2015
Ukraine,1500,0,2015
Ukraine,1800,0,2015
Ukraine,2100,0.35060062,2015
Ukraine,2300,0,2015
Ukraine,2600,0,2015
Ukraine,3400,0,2015
Ukraine,3600,0,2015
United Kingdom,700,0,2015
United Kingdom,800,0,2015
United Kingdom,900,0,2015
United Kingdom,1500,0,2015
United Kingdom,1800,0,2015
United Kingdom,2100,0,2015
United Kingdom,2300,0,2015
United Kingdom,2600,0,2015
United Kingdom,3400,0,2015
United Kingdom,3600,0,2015
Uruguay,700,0,2015
Uruguay,800,0,2015
Uruguay,900,0,2015
Uruguay,1500,0,2015
Uruguay,1800,0,2015
Uruguay,2100,0,2015
Uruguay,2300,0,2015
Uruguay,2600,0,2015
Uruguay,3400,0,2015
Uruguay,3600,0,2015
Albania,700,0,2014
Albania,800,0,2014
Albania,900,0,2014
Albania,1500,0,2014
Albania,1800,0,2014
Albania,2100,0,2014
Albania,2300,0,2014
Albania,2600,0,2014
Albania,3400,0,2014
Albania,3600,0,2014
Algeria,700,0,2014
Algeria,800,0,2014
Algeria,900,0,2014
Algeria,1500,0,2014
Algeria,1800,0,2014
Algeria,2100,0,2014
Algeria,2300,0,2014
Algeria,2600,0,2014
Algeria,3400,0,2014
Algeria,3600,0,2014
Argentina,700,0.05578419,2014
Argentina,800,0,2014
Argentina,900,0,2014
Argentina,1500,0,2014
Argentina,1800,0,2014
Argentina,2100,0,2014
Argentina,2300,0,2014
Argentina,2600,0,2014
Argentina,3400,0,2014
Argentina,3600,0,2014
Australia,700,0,2014
Australia,800,0,2014
Australia,900,0,2014
Australia,1500,0,2014
Australia,1800,0,2014
Australia,2100,0,2014
Australia,2300,0,2014
Australia,2600,0,2014
Australia,3400,0,2014
Australia,3600,0,2014
Bangladesh,700,0,2014
Bangladesh,800,0,2014
Bangladesh,900,0,2014
Bangladesh,1500,0,2014
Bangladesh,1800,0,2014
Bangladesh,2100,0,2014
Bangladesh,2300,0,2014
Bangladesh,2600,0,2014
Bangladesh,3400,0,2014
Bangladesh,3600,0,2014
Belgium,700,0,2014
Belgium,800,0,2014
Belgium,900,0,2014
Belgium,1500,0,2014
Belgium,1800,0,2014
Belgium,2100,0,2014
Belgium,2300,0,2014
Belgium,2600,0,2014
Belgium,3400,0,2014
Belgium,3600,0,2014
Brazil,700,0.275348224,2014
Brazil,800,0,2014
Brazil,900,0,2014
Brazil,1500,0,2014
Brazil,1800,0,2014
Brazil,2100,0,2014
Brazil,2300,0,2014
Brazil,2600,0,2014
Brazil,3400,0,2014
Brazil,3600,0,2014
Bulgaria,700,0,2014
Bulgaria,800,0,2014
Bulgaria,900,0,2014
Bulgaria,1500,0,2014
Bulgaria,1800,0,2014
Bulgaria,2100,0,2014
Bulgaria,2300,0,2014
Bulgaria,2600,0,2014
Bulgaria,3400,0,2014
Bulgaria,3600,0,2014
Chile,700,0.036274264,2014
Chile,800,0,2014
Chile,900,0,2014
Chile,1500,0,2014
Chile,1800,0,2014
Chile,2100,0,2014
Chile,2300,0,2014
Chile,2600,0,2014
Chile,3400,0,2014
Chile,3600,0,2014
Colombia,700,0,2014
Colombia,800,0,2014
Colombia,900,0,2014
Colombia,1500,0,2014
Colombia,1800,0,2014
Colombia,2100,0,2014
Colombia,2300,0,2014
Colombia,2600,0,2014
Colombia,3400,0,2014
Colombia,3600,0,2014
Costa Rica,700,0,2014
Costa Rica,800,0,2014
Costa Rica,900,0,2014
Costa Rica,1500,0,2014
Costa Rica,1800,0,2014
Costa Rica,2100,0,2014
Costa Rica,2300,0,2014
Costa Rica,2600,0,2014
Costa Rica,3400,0,2014
Costa Rica,3600,0,2014
Croatia,700,0,2014
Croatia,800,0,2014
Croatia,900,0,2014
Croatia,1500,0,2014
Croatia,1800,0,2014
Croatia,2100,0,2014
Croatia,2300,0,2014
Croatia,2600,0,2014
Croatia,3400,0,2014
Croatia,3600,0,2014
Cyprus,700,0,2014
Cyprus,800,0,2014
Cyprus,900,0.157249216,2014
Cyprus,1500,0,2014
Cyprus,1800,0,2014
Cyprus,2100,0,2014
Cyprus,2300,0,2014
Cyprus,2600,0,2014
Cyprus,3400,0,2014
Cyprus,3600,0,2014
Czech Republic,700,0,2014
Czech Republic,800,0,2014
Czech Republic,900,0,2014
Czech Republic,1500,0,2014
Czech Republic,1800,0,2014
Czech Republic,2100,0,2014
Czech Republic,2300,0,2014
Czech Republic,2600,0,2014
Czech Republic,3400,0,2014
Czech Republic,3600,0,2014
Denmark,700,0,2014
Denmark,800,0,2014
Denmark,900,0,2014
Denmark,1500,0,2014
Denmark,1800,0,2014
Denmark,2100,0,2014
Denmark,2300,0,2014
Denmark,2600,0,2014
Denmark,3400,0,2014
Denmark,3600,0,2014
Dominican Republic,700,0,2014
Dominican Republic,800,0,2014
Dominican Republic,900,0.302030923,2014
Dominican Republic,1500,0,2014
Dominican Republic,1800,0,2014
Dominican Republic,2100,0.211421652,2014
Dominican Republic,2300,0,2014
Dominican Republic,2600,0,2014
Dominican Republic,3400,0,2014
Dominican Republic,3600,0,2014
Ecuador,700,0,2014
Ecuador,800,0,2014
Ecuador,900,0,2014
Ecuador,1500,0,2014
Ecuador,1800,0,2014
Ecuador,2100,0,2014
Ecuador,2300,0,2014
Ecuador,2600,0,2014
Ecuador,3400,0,2014
Ecuador,3600,0,2014
Estonia,700,0,2014
Estonia,800,0.384588693,2014
Estonia,900,0,2014
Estonia,1500,0,2014
Estonia,1800,0,2014
Estonia,2100,0,2014
Estonia,2300,0,2014
Estonia,2600,0,2014
Estonia,3400,0,2014
Estonia,3600,0,2014
Fiji,700,0,2014
Fiji,800,0,2014
Fiji,900,0,2014
Fiji,1500,0,2014
Fiji,1800,0,2014
Fiji,2100,0,2014
Fiji,2300,0,2014
Fiji,2600,0,2014
Fiji,3400,0,2014
Fiji,3600,0,2014
Finland,700,0,2014
Finland,800,0,2014
Finland,900,0,2014
Finland,1500,0,2014
Finland,1800,0,2014
Finland,2100,0,2014
Finland,2300,0,2014
Finland,2600,0,2014
Finland,3400,0,2014
Finland,3600,0,2014
France,700,0,2014
France,800,0,2014
France,900,0,2014
France,1500,0,2014
France,1800,0,2014
France,2100,0,2014
France,2300,0,2014
France,2600,0,2014
France,3400,0,2014
France,3600,0,2014
Georgia,700,0,2014
Georgia,800,0.577321199,2014
Georgia,900,0,2014
Georgia,1500,0,2014
Georgia,1800,0,2014
Georgia,2100,0,2014
Georgia,2300,0,2014
Georgia,2600,0,2014
Georgia,3400,0,2014
Georgia,3600,0,2014
Germany,700,0,2014
Germany,800,0,2014
Germany,900,0,2014
Germany,1500,0,2014
Germany,1800,0,2014
Germany,2100,0,2014
Germany,2300,0,2014
Germany,2600,0,2014
Germany,3400,0,2014
Germany,3600,0,2014
Greece,700,0,2014
Greece,800,0.783576194,2014
Greece,900,0,2014
Greece,1500,0,2014
Greece,1800,0,2014
Greece,2100,0,2014
Greece,2300,0,2014
Greece,2600,0.071416423,2014
Greece,3400,0.006433502,2014
Greece,3600,0,2014
Honduras,700,0,2014
Honduras,800,0,2014
Honduras,900,0,2014
Honduras,1500,0,2014
Honduras,1800,0,2014
Honduras,2100,0,2014
Honduras,2300,0,2014
Honduras,2600,0,2014
Honduras,3400,0,2014
Honduras,3600,0,2014
Hong Kong China,700,0,2014
Hong Kong China,800,0,2014
Hong Kong China,900,0,2014
Hong Kong China,1500,0,2014
Hong Kong China,1800,0,2014
Hong Kong China,2100,1.275534655,2014
Hong Kong China,2300,0,2014
Hong Kong China,2600,0,2014
Hong Kong China,3400,0,2014
Hong Kong China,3600,0,2014
Hungary,700,0,2014
Hungary,800,0.307893679,2014
Hungary,900,0,2014
Hungary,1500,0,2014
Hungary,1800,1.168512157,2014
Hungary,2100,0,2014
Hungary,2300,0,2014
Hungary,2600,0.058425608,2014
Hungary,3400,0,2014
Hungary,3600,0,2014
Ireland,700,0,2014
Ireland,800,0,2014
Ireland,900,0,2014
Ireland,1500,0,2014
Ireland,1800,0,2014
Ireland,2100,0,2014
Ireland,2300,0,2014
Ireland,2600,0,2014
Ireland,3400,0,2014
Ireland,3600,0,2014
Israel,700,0,2014
Israel,800,0,2014
Israel,900,0,2014
Israel,1500,0,2014
Israel,1800,0,2014
Israel,2100,0,2014
Israel,2300,0,2014
Israel,2600,0,2014
Israel,3400,0,2014
Israel,3600,0,2014
Italy,700,0,2014
Italy,800,0,2014
Italy,900,0,2014
Italy,1500,0,2014
Italy,1800,0,2014
Italy,2100,0,2014
Italy,2300,0,2014
Italy,2600,0,2014
Italy,3400,0,2014
Italy,3600,0,2014
Jordan,700,0,2014
Jordan,800,0,2014
Jordan,900,0,2014
Jordan,1500,0,2014
Jordan,1800,0,2014
Jordan,2100,0,2014
Jordan,2300,0,2014
Jordan,2600,0,2014
Jordan,3400,0,2014
Jordan,3600,0,2014
Korea Rep.,700,0,2014
Korea Rep.,800,0,2014
Korea Rep.,900,0,2014
Korea Rep.,1500,0,2014
Korea Rep.,1800,0,2014
Korea Rep.,2100,0,2014
Korea Rep.,2300,0,2014
Korea Rep.,2600,0,2014
Korea Rep.,3400,0,2014
Korea Rep.,3600,0,2014
Kyrgyz Republic,700,0,2014
Kyrgyz Republic,800,0,2014
Kyrgyz Republic,900,0,2014
Kyrgyz Republic,1500,0,2014
Kyrgyz Republic,1800,0,2014
Kyrgyz Republic,2100,0,2014
Kyrgyz Republic,2300,0,2014
Kyrgyz Republic,2600,0,2014
Kyrgyz Republic,3400,0,2014
Kyrgyz Republic,3600,0,2014
Latvia,700,0,2014
Latvia,800,0,2014
Latvia,900,0,2014
Latvia,1500,0,2014
Latvia,1800,0,2014
Latvia,2100,0,2014
Latvia,2300,0,2014
Latvia,2600,0,2014
Latvia,3400,0,2014
Latvia,3600,0,2014
Lithuania,700,0,2014
Lithuania,800,0,2014
Lithuania,900,0,2014
Lithuania,1500,0,2014
Lithuania,1800,0,2014
Lithuania,2100,0,2014
Lithuania,2300,0,2014
Lithuania,2600,0,2014
Lithuania,3400,0,2014
Lithuania,3600,0,2014
Macedonia FYR,700,0,2014
Macedonia FYR,800,0,2014
Macedonia FYR,900,0,2014
Macedonia FYR,1500,0,2014
Macedonia FYR,1800,0,2014
Macedonia FYR,2100,0,2014
Macedonia FYR,2300,0,2014
Macedonia FYR,2600,0,2014
Macedonia FYR,3400,0,2014
Macedonia FYR,3600,0,2014
Malaysia,700,0,2014
Malaysia,800,0,2014
Malaysia,900,0,2014
Malaysia,1500,0,2014
Malaysia,1800,0,2014
Malaysia,2100,0,2014
Malaysia,2300,0,2014
Malaysia,2600,0,2014
Malaysia,3400,0,2014
Malaysia,3600,0,2014
Malta,700,0,2014
Malta,800,0,2014
Malta,900,0,2014
Malta,1500,0,2014
Malta,1800,0,2014
Malta,2100,0,2014
Malta,2300,0,2014
Malta,2600,0,2014
Malta,3400,0,2014
Malta,3600,0,2014
Moldova,700,0,2014
Moldova,800,0.236724293,2014
Moldova,900,0.160137022,2014
Moldova,1500,0,2014
Moldova,1800,0,2014
Moldova,2100,0,2014
Moldova,2300,0,2014
Moldova,2600,0,2014
Moldova,3400,0,2014
Moldova,3600,0,2014
Morocco,700,0,2014
Morocco,800,0,2014
Morocco,900,0,2014
Morocco,1500,0,2014
Morocco,1800,0,2014
Morocco,2100,0,2014
Morocco,2300,0,2014
Morocco,2600,0,2014
Morocco,3400,0,2014
Morocco,3600,0,2014
Mozambique,700,0,2014
Mozambique,800,0,2014
Mozambique,900,0,2014
Mozambique,1500,0,2014
Mozambique,1800,0,2014
Mozambique,2100,0,2014
Mozambique,2300,0,2014
Mozambique,2600,0,2014
Mozambique,3400,0,2014
Mozambique,3600,0,2014
Netherlands,700,0,2014
Netherlands,800,0,2014
Netherlands,900,0,2014
Netherlands,1500,0,2014
Netherlands,1800,0,2014
Netherlands,2100,0,2014
Netherlands,2300,0,2014
Netherlands,2600,0,2014
Netherlands,3400,0,2014
Netherlands,3600,0,2014
New Zealand,700,1.319775318,2014
New Zealand,800,0,2014
New Zealand,900,0,2014
New Zealand,1500,0,2014
New Zealand,1800,0,2014
New Zealand,2100,0,2014
New Zealand,2300,0,2014
New Zealand,2600,0,2014
New Zealand,3400,0,2014
New Zealand,3600,0,2014
Nigeria,700,0,2014
Nigeria,800,0,2014
Nigeria,900,0,2014
Nigeria,1500,0,2014
Nigeria,1800,0,2014
Nigeria,2100,0,2014
Nigeria,2300,0.008318367,2014
Nigeria,2600,0,2014
Nigeria,3400,0,2014
Nigeria,3600,0,2014
Norway,700,0,2014
Norway,800,0,2014
Norway,900,0,2014
Norway,1500,0,2014
Norway,1800,0,2014
Norway,2100,0,2014
Norway,2300,0,2014
Norway,2600,0,2014
Norway,3400,0,2014
Norway,3600,0,2014
Pakistan,700,0,2014
Pakistan,800,0,2014
Pakistan,900,0,2014
Pakistan,1500,0,2014
Pakistan,1800,0.184645342,2014
Pakistan,2100,0.269863563,2014
Pakistan,2300,0,2014
Pakistan,2600,0,2014
Pakistan,3400,0,2014
Pakistan,3600,0,2014
Peru,700,0,2014
Peru,800,0,2014
Peru,900,0,2014
Peru,1500,0,2014
Peru,1800,0,2014
Peru,2100,0,2014
Peru,2300,0,2014
Peru,2600,0,2014
Peru,3400,0,2014
Peru,3600,0,2014
Poland,700,0,2014
Poland,800,0,2014
Poland,900,0,2014
Poland,1500,0,2014
Poland,1800,0,2014
Poland,2100,0,2014
Poland,2300,0,2014
Poland,2600,0,2014
Poland,3400,0,2014
Poland,3600,0,2014
Portugal,700,0,2014
Portugal,800,0,2014
Portugal,900,0,2014
Portugal,1500,0,2014
Portugal,1800,0,2014
Portugal,2100,0,2014
Portugal,2300,0,2014
Portugal,2600,0,2014
Portugal,3400,0,2014
Portugal,3600,0,2014
Romania,700,0,2014
Romania,800,0,2014
Romania,900,0,2014
Romania,1500,0,2014
Romania,1800,0,2014
Romania,2100,0,2014
Romania,2300,0,2014
Romania,2600,0,2014
Romania,3400,0,2014
Romania,3600,0,2014
Russian Federation,700,0,2014
Russian Federation,800,0,2014
Russian Federation,900,0,2014
Russian Federation,1500,0,2014
Russian Federation,1800,0,2014
Russian Federation,2100,0,2014
Russian Federation,2300,0,2014
Russian Federation,2600,0,2014
Russian Federation,3400,0,2014
Russian Federation,3600,0,2014
Serbia,700,0,2014
Serbia,800,0,2014
Serbia,900,0,2014
Serbia,1500,0,2014
Serbia,1800,0,2014
Serbia,2100,0,2014
Serbia,2300,0,2014
Serbia,2600,0,2014
Serbia,3400,0,2014
Serbia,3600,0,2014
Singapore,700,0,2014
Singapore,800,0,2014
Singapore,900,0,2014
Singapore,1500,0,2014
Singapore,1800,0,2014
Singapore,2100,0,2014
Singapore,2300,0,2014
Singapore,2600,0,2014
Singapore,3400,0,2014
Singapore,3600,0,2014
Slovak Republic,700,0,2014
Slovak Republic,800,0,2014
Slovak Republic,900,0,2014
Slovak Republic,1500,0,2014
Slovak Republic,1800,0,2014
Slovak Republic,2100,0,2014
Slovak Republic,2300,0,2014
Slovak Republic,2600,0,2014
Slovak Republic,3400,0,2014
Slovak Republic,3600,0,2014
Slovenia,700,0,2014
Slovenia,800,0.280072644,2014
Slovenia,900,0,2014
Slovenia,1500,0,2014
Slovenia,1800,0,2014
Slovenia,2100,0,2014
Slovenia,2300,0,2014
Slovenia,2600,0,2014
Slovenia,3400,0,2014
Slovenia,3600,0,2014
Spain,700,0,2014
Spain,800,0,2014
Spain,900,0,2014
Spain,1500,0,2014
Spain,1800,0,2014
Spain,2100,0,2014
Spain,2300,0,2014
Spain,2600,0,2014
Spain,3400,0,2014
Spain,3600,0,2014
Sri Lanka,700,0,2014
Sri Lanka,800,0,2014
Sri Lanka,900,0,2014
Sri Lanka,1500,0,2014
Sri Lanka,1800,0,2014
Sri Lanka,2100,0,2014
Sri Lanka,2300,0,2014
Sri Lanka,2600,0,2014
Sri Lanka,3400,0,2014
Sri Lanka,3600,0,2014
Sweden,700,0,2014
Sweden,800,0,2014
Sweden,900,0,2014
Sweden,1500,0,2014
Sweden,1800,0,2014
Sweden,2100,0,2014
Sweden,2300,0,2014
Sweden,2600,0,2014
Sweden,3400,0,2014
Sweden,3600,0,2014
Switzerland,700,0,2014
Switzerland,800,0,2014
Switzerland,900,0,2014
Switzerland,1500,0,2014
Switzerland,1800,0,2014
Switzerland,2100,0,2014
Switzerland,2300,0,2014
Switzerland,2600,0,2014
Switzerland,3400,0,2014
Switzerland,3600,0,2014
Thailand,700,0,2014
Thailand,800,0,2014
Thailand,900,0,2014
Thailand,1500,0,2014
Thailand,1800,0,2014
Thailand,2100,0,2014
Thailand,2300,0,2014
Thailand,2600,0,2014
Thailand,3400,0,2014
Thailand,3600,0,2014
Turkey,700,0,2014
Turkey,800,0,2014
Turkey,900,0,2014
Turkey,1500,0,2014
Turkey,1800,0,2014
Turkey,2100,0,2014
Turkey,2300,0,2014
Turkey,2600,0,2014
Turkey,3400,0,2014
Turkey,3600,0,2014
Ukraine,700,0,2014
Ukraine,800,0,2014
Ukraine,900,0,2014
Ukraine,1500,0,2014
Ukraine,1800,0,2014
Ukraine,2100,0,2014
Ukraine,2300,0,2014
Ukraine,2600,0,2014
Ukraine,3400,0,2014
Ukraine,3600,0,2014
United Kingdom,700,0,2014
United Kingdom,800,0,2014
United Kingdom,900,0,2014
United Kingdom,1500,0,2014
United Kingdom,1800,0,2014
United Kingdom,2100,0,2014
United Kingdom,2300,0,2014
United Kingdom,2600,0,2014
United Kingdom,3400,0,2014
United Kingdom,3600,0,2014
Uruguay,700,0,2014
Uruguay,800,0,2014
Uruguay,900,0,2014
Uruguay,1500,0,2014
Uruguay,1800,0,2014
Uruguay,2100,0,2014
Uruguay,2300,0,2014
Uruguay,2600,0,2014
Uruguay,3400,0,2014
Uruguay,3600,0,2014
Albania,700,0,2013
Albania,800,0,2013
Albania,900,0,2013
Albania,1500,0,2013
Albania,1800,0,2013
Albania,2100,0,2013
Albania,2300,0,2013
Albania,2600,0,2013
Albania,3400,0,2013
Albania,3600,0,2013
Algeria,700,0,2013
Algeria,800,0,2013
Algeria,900,0,2013
Algeria,1500,0,2013
Algeria,1800,0,2013
Algeria,2100,0.138215881,2013
Algeria,2300,0,2013
Algeria,2600,0,2013
Algeria,3400,0,2013
Algeria,3600,0,2013
Argentina,700,0,2013
Argentina,800,0,2013
Argentina,900,0,2013
Argentina,1500,0,2013
Argentina,1800,0,2013
Argentina,2100,0,2013
Argentina,2300,0,2013
Argentina,2600,0,2013
Argentina,3400,0,2013
Argentina,3600,0,2013
Australia,700,0.655610025,2013
Australia,800,0,2013
Australia,900,0,2013
Australia,1500,0,2013
Australia,1800,0,2013
Australia,2100,0,2013
Australia,2300,0,2013
Australia,2600,0,2013
Australia,3400,0,2013
Australia,3600,0,2013
Bangladesh,700,0,2013
Bangladesh,800,0,2013
Bangladesh,900,0,2013
Bangladesh,1500,0,2013
Bangladesh,1800,0,2013
Bangladesh,2100,0.192398645,2013
Bangladesh,2300,0,2013
Bangladesh,2600,0,2013
Bangladesh,3400,0,2013
Bangladesh,3600,0,2013
Belgium,700,0,2013
Belgium,800,0.712604836,2013
Belgium,900,0,2013
Belgium,1500,0,2013
Belgium,1800,0,2013
Belgium,2100,0,2013
Belgium,2300,0,2013
Belgium,2600,0,2013
Belgium,3400,0,2013
Belgium,3600,0,2013
Brazil,700,0,2013
Brazil,800,0,2013
Brazil,900,0,2013
Brazil,1500,0,2013
Brazil,1800,0,2013
Brazil,2100,0,2013
Brazil,2300,0,2013
Brazil,2600,0,2013
Brazil,3400,0,2013
Brazil,3600,0,2013
Bulgaria,700,0,2013
Bulgaria,800,0,2013
Bulgaria,900,0,2013
Bulgaria,1500,0,2013
Bulgaria,1800,0.397003017,2013
Bulgaria,2100,0,2013
Bulgaria,2300,0,2013
Bulgaria,2600,0,2013
Bulgaria,3400,0,2013
Bulgaria,3600,0,2013
Chile,700,0,2013
Chile,800,0,2013
Chile,900,0,2013
Chile,1500,0,2013
Chile,1800,0,2013
Chile,2100,0,2013
Chile,2300,0,2013
Chile,2600,0,2013
Chile,3400,0,2013
Chile,3600,0,2013
Colombia,700,0,2013
Colombia,800,0,2013
Colombia,900,0,2013
Colombia,1500,0,2013
Colombia,1800,0,2013
Colombia,2100,0.122333529,2013
Colombia,2300,0,2013
Colombia,2600,0.039453887,2013
Colombia,3400,0,2013
Colombia,3600,0,2013
Costa Rica,700,0,2013
Costa Rica,800,0,2013
Costa Rica,900,0,2013
Costa Rica,1500,0,2013
Costa Rica,1800,0,2013
Costa Rica,2100,0,2013
Costa Rica,2300,0,2013
Costa Rica,2600,0,2013
Costa Rica,3400,0,2013
Costa Rica,3600,0,2013
Croatia,700,0,2013
Croatia,800,0.688369246,2013
Croatia,900,0,2013
Croatia,1500,0,2013
Croatia,1800,0,2013
Croatia,2100,0,2013
Croatia,2300,0,2013
Croatia,2600,0,2013
Croatia,3400,0,2013
Croatia,3600,0,2013
Cyprus,700,0,2013
Cyprus,800,0,2013
Cyprus,900,0,2013
Cyprus,1500,0,2013
Cyprus,1800,0,2013
Cyprus,2100,0,2013
Cyprus,2300,0,2013
Cyprus,2600,0,2013
Cyprus,3400,0,2013
Cyprus,3600,0,2013
Czech Republic,700,0,2013
Czech Republic,800,1.02358321,2013
