country,band,value,year
Czech Republic,900,0,2013
Czech Republic,1500,0,2013
Czech Republic,1800,0.126985887,2013
Czech Republic,2100,0,2013
Czech Republic,2300,0,2013
Czech Republic,2600,0.061568915,2013
Czech Republic,3400,0,2013
Czech Republic,3600,0,2013
Denmark,700,0,2013
Denmark,800,0,2013
Denmark,900,0,2013
Denmark,1500,0,2013
Denmark,1800,0,2013
Denmark,2100,0,2013
Denmark,2300,0,2013
Denmark,2600,0,2013
Denmark,3400,0,2013
Denmark,3600,0,2013
Dominican Republic,700,0,2013
Dominican Republic,800,0,2013
Dominican Republic,900,0,2013
Dominican Republic,1500,0,2013
Dominican Republic,1800,0,2013
Dominican Republic,2100,0,2013
Dominican Republic,2300,0,2013
Dominican Republic,2600,0,2013
Dominican Republic,3400,0,2013
Dominican Republic,3600,0,2013
Ecuador,700,0,2013
Ecuador,800,0,2013
Ecuador,900,0,2013
Ecuador,1500,0,2013
Ecuador,1800,0,2013
Ecuador,2100,0,2013
Ecuador,2300,0,2013
Ecuador,2600,0,2013
Ecuador,3400,0,2013
Ecuador,3600,0,2013
Estonia,700,0,2013
Estonia,800,0.386963384,2013
Estonia,900,0,2013
Estonia,1500,0,2013
Estonia,1800,0,2013
Estonia,2100,0,2013
Estonia,2300,0,2013
Estonia,2600,0,2013
Estonia,3400,0,2013
Estonia,3600,0,2013
Fiji,700,0.052061557,2013
Fiji,800,0,2013
Fiji,900,0,2013
Fiji,1500,0,2013
Fiji,1800,0.025788368,2013
Fiji,2100,0,2013
Fiji,2300,0,2013
Fiji,2600,0,2013
Fiji,3400,0,2013
Fiji,3600,0,2013
Finland,700,0,2013
Finland,800,0.465632038,2013
Finland,900,0,2013
Finland,1500,0,2013
Finland,1800,0,2013
Finland,2100,0,2013
Finland,2300,0,2013
Finland,2600,0,2013
Finland,3400,0,2013
Finland,3600,0,2013
France,700,0,2013
France,800,0,2013
France,900,0,2013
France,1500,0,2013
France,1800,0,2013
France,2100,0,2013
France,2300,0,2013
France,2600,0,2013
France,3400,0,2013
France,3600,0,2013
Georgia,700,0,2013
Georgia,800,0,2013
Georgia,900,0,2013
Georgia,1500,0,2013
Georgia,1800,0,2013
Georgia,2100,0,2013
Georgia,2300,0,2013
Georgia,2600,0,2013
Georgia,3400,0,2013
Georgia,3600,0,2013
Germany,700,0,2013
Germany,800,0,2013
Germany,900,0,2013
Germany,1500,0,2013
Germany,1800,0,2013
Germany,2100,0,2013
Germany,2300,0,2013
Germany,2600,0,2013
Germany,3400,0,2013
Germany,3600,0,2013
Greece,700,0,2013
Greece,800,0,2013
Greece,900,0,2013
Greece,1500,0,2013
Greece,1800,0,2013
Greece,2100,0,2013
Greece,2300,0,2013
Greece,2600,0,2013
Greece,3400,0,2013
Greece,3600,0,2013
Honduras,700,0,2013
Honduras,800,0,2013
Honduras,900,0,2013
Honduras,1500,0,2013
Honduras,1800,0,2013
Honduras,2100,0,2013
Honduras,2300,0,2013
Honduras,2600,0,2013
Honduras,3400,0,2013
Honduras,3600,0,2013
Hong Kong Chi0,700,0,2013
Hong Kong Chi0,800,0,2013
Hong Kong Chi0,900,0,2013
Hong Kong Chi0,1500,0,2013
Hong Kong Chi0,1800,0,2013
Hong Kong Chi0,2100,0,2013
Hong Kong Chi0,2300,0,2013
Hong Kong Chi0,2600,0.825773588,2013
Hong Kong Chi0,3400,0,2013
Hong Kong Chi0,3600,0,2013
Hungary,700,0,2013
Hungary,800,0,2013
Hungary,900,0,2013
Hungary,1500,0,2013
Hungary,1800,0,2013
Hungary,2100,0,2013
Hungary,2300,0,2013
Hungary,2600,0,2013
Hungary,3400,0,2013
Hungary,3600,0,2013
Ireland,700,0,2013
Ireland,800,0,2013
Ireland,900,0,2013
Ireland,1500,0,2013
Ireland,1800,0,2013
Ireland,2100,0,2013
Ireland,2300,0,2013
Ireland,2600,0,2013
Ireland,3400,0,2013
Ireland,3600,0,2013
Israel,700,0,2013
Israel,800,0,2013
Israel,900,0,2013
Israel,1500,0,2013
Israel,1800,0,2013
Israel,2100,0,2013
Israel,2300,0,2013
Israel,2600,0,2013
Israel,3400,0,2013
Israel,3600,0,2013
Italy,700,0,2013
Italy,800,0,2013
Italy,900,0,2013
Italy,1500,0,2013
Italy,1800,0,2013
Italy,2100,0,2013
Italy,2300,0,2013
Italy,2600,0,2013
Italy,3400,0,2013
Italy,3600,0,2013
Jordan,700,0,2013
Jordan,800,0,2013
Jordan,900,0,2013
Jordan,1500,0,2013
Jordan,1800,0,2013
Jordan,2100,0,2013
Jordan,2300,0,2013
Jordan,2600,0,2013
Jordan,3400,0,2013
Jordan,3600,0,2013
Korea Rep.,700,0,2013
Korea Rep.,800,0,2013
Korea Rep.,900,0,2013
Korea Rep.,1500,0,2013
Korea Rep.,1800,0.705118213,2013
Korea Rep.,2100,0,2013
Korea Rep.,2300,0,2013
Korea Rep.,2600,0.281459687,2013
Korea Rep.,3400,0,2013
Korea Rep.,3600,0,2013
Kyrgyz Republic,700,0,2013
Kyrgyz Republic,800,0,2013
Kyrgyz Republic,900,0,2013
Kyrgyz Republic,1500,0,2013
Kyrgyz Republic,1800,0,2013
Kyrgyz Republic,2100,0,2013
Kyrgyz Republic,2300,0,2013
Kyrgyz Republic,2600,0,2013
Kyrgyz Republic,3400,0,2013
Kyrgyz Republic,3600,0,2013
Latvia,700,0,2013
Latvia,800,0.051487744,2013
Latvia,900,0,2013
Latvia,1500,0,2013
Latvia,1800,0,2013
Latvia,2100,0,2013
Latvia,2300,0,2013
Latvia,2600,0,2013
Latvia,3400,0,2013
Latvia,3600,0,2013
Lithuania,700,0,2013
Lithuania,800,0.163592579,2013
Lithuania,900,0,2013
Lithuania,1500,0,2013
Lithuania,1800,0,2013
Lithuania,2100,0,2013
Lithuania,2300,0,2013
Lithuania,2600,0,2013
Lithuania,3400,0,2013
Lithuania,3600,0,2013
Macedonia FYR,700,0,2013
Macedonia FYR,800,0.319257835,2013
Macedonia FYR,900,0,2013
Macedonia FYR,1500,0,2013
Macedonia FYR,1800,0,2013
Macedonia FYR,2100,0,2013
Macedonia FYR,2300,0,2013
Macedonia FYR,2600,0,2013
Macedonia FYR,3400,0,2013
Macedonia FYR,3600,0,2013
Malaysia,700,0,2013
Malaysia,800,0,2013
Malaysia,900,0,2013
Malaysia,1500,0,2013
Malaysia,1800,0,2013
Malaysia,2100,0,2013
Malaysia,2300,0,2013
Malaysia,2600,0,2013
Malaysia,3400,0,2013
Malaysia,3600,0,2013
Malta,700,0,2013
Malta,800,0,2013
Malta,900,0,2013
Malta,1500,0,2013
Malta,1800,0,2013
Malta,2100,0,2013
Malta,2300,0,2013
Malta,2600,0,2013
Malta,3400,0,2013
Malta,3600,0,2013
Moldova,700,0,2013
Moldova,800,0,2013
Moldova,900,0,2013
Moldova,1500,0,2013
Moldova,1800,0,2013
Moldova,2100,0,2013
Moldova,2300,0,2013
Moldova,2600,0,2013
Moldova,3400,0,2013
Moldova,3600,0,2013
Morocco,700,0,2013
Morocco,800,0,2013
Morocco,900,0,2013
Morocco,1500,0,2013
Morocco,1800,0,2013
Morocco,2100,0,2013
Morocco,2300,0,2013
Morocco,2600,0,2013
Morocco,3400,0,2013
Morocco,3600,0,2013
Mozambique,700,0,2013
Mozambique,800,0,2013
Mozambique,900,0,2013
Mozambique,1500,0,2013
Mozambique,1800,0,2013
Mozambique,2100,0,2013
Mozambique,2300,0,2013
Mozambique,2600,0,2013
Mozambique,3400,0,2013
Mozambique,3600,0,2013
Netherlands,700,0,2013
Netherlands,800,0,2013
Netherlands,900,0,2013
Netherlands,1500,0,2013
Netherlands,1800,0,2013
Netherlands,2100,0,2013
Netherlands,2300,0,2013
Netherlands,2600,0,2013
Netherlands,3400,0,2013
Netherlands,3600,0,2013
New Zealand,700,0,2013
New Zealand,800,0,2013
New Zealand,900,0,2013
New Zealand,1500,0,2013
New Zealand,1800,0,2013
New Zealand,2100,0,2013
New Zealand,2300,0,2013
New Zealand,2600,0,2013
New Zealand,3400,0,2013
New Zealand,3600,0,2013
Nigeria,700,0,2013
Nigeria,800,0,2013
Nigeria,900,0,2013
Nigeria,1500,0,2013
Nigeria,1800,0,2013
Nigeria,2100,0,2013
Nigeria,2300,0,2013
Nigeria,2600,0,2013
Nigeria,3400,0,2013
Nigeria,3600,0,2013
Norway,700,0,2013
Norway,800,0.218703082,2013
Norway,900,0,2013
Norway,1500,0,2013
Norway,1800,0,2013
Norway,2100,0,2013
Norway,2300,0,2013
Norway,2600,0,2013
Norway,3400,0,2013
Norway,3600,0,2013
Pakistan,700,0,2013
Pakistan,800,0,2013
Pakistan,900,0,2013
Pakistan,1500,0,2013
Pakistan,1800,0,2013
Pakistan,2100,0,2013
Pakistan,2300,0,2013
Pakistan,2600,0,2013
Pakistan,3400,0,2013
Pakistan,3600,0,2013
Peru,700,0,2013
Peru,800,0,2013
Peru,900,0,2013
Peru,1500,0,2013
Peru,1800,0,2013
Peru,2100,0.222149144,2013
Peru,2300,0,2013
Peru,2600,0,2013
Peru,3400,0,2013
Peru,3600,0,2013
Poland,700,0,2013
Poland,800,0,2013
Poland,900,0,2013
Poland,1500,0,2013
Poland,1800,0.358829873,2013
Poland,2100,0,2013
Poland,2300,0,2013
Poland,2600,0,2013
Poland,3400,0,2013
Poland,3600,0,2013
Portugal,700,0,2013
Portugal,800,0,2013
Portugal,900,0,2013
Portugal,1500,0,2013
Portugal,1800,0,2013
Portugal,2100,0,2013
Portugal,2300,0,2013
Portugal,2600,0,2013
Portugal,3400,0,2013
Portugal,3600,0,2013
Romania,700,0,2013
Romania,800,0,2013
Romania,900,0,2013
Romania,1500,0,2013
Romania,1800,0,2013
Romania,2100,0,2013
Romania,2300,0,2013
Romania,2600,0,2013
Romania,3400,0,2013
Romania,3600,0,2013
Russian Federation,700,0,2013
Russian Federation,800,0,2013
Russian Federation,900,0,2013
Russian Federation,1500,0,2013
Russian Federation,1800,0,2013
Russian Federation,2100,0,2013
Russian Federation,2300,0,2013
Russian Federation,2600,0,2013
Russian Federation,3400,0,2013
Russian Federation,3600,0,2013
Serbia,700,0,2013
Serbia,800,0,2013
Serbia,900,0,2013
Serbia,1500,0,2013
Serbia,1800,0,2013
Serbia,2100,0,2013
Serbia,2300,0,2013
Serbia,2600,0,2013
Serbia,3400,0,2013
Serbia,3600,0,2013
Singapore,700,0,2013
Singapore,800,0,2013
Singapore,900,0,2013
Singapore,1500,0,2013
Singapore,1800,0.288209543,2013
Singapore,2100,0,2013
Singapore,2300,0,2013
Singapore,2600,0,2013
Singapore,3400,0,2013
Singapore,3600,0,2013
Slovak Republic,700,0,2013
Slovak Republic,800,0,2013
Slovak Republic,900,0,2013
Slovak Republic,1500,0,2013
Slovak Republic,1800,0.081618873,2013
Slovak Republic,2100,0,2013
Slovak Republic,2300,0,2013
Slovak Republic,2600,0,2013
Slovak Republic,3400,0,2013
Slovak Republic,3600,0,2013
Slovenia,700,0,2013
Slovenia,800,0,2013
Slovenia,900,0,2013
Slovenia,1500,0,2013
Slovenia,1800,0,2013
Slovenia,2100,0,2013
Slovenia,2300,0,2013
Slovenia,2600,0,2013
Slovenia,3400,0,2013
Slovenia,3600,0,2013
Spain,700,0,2013
Spain,800,0,2013
Spain,900,0,2013
Spain,1500,0,2013
Spain,1800,0,2013
Spain,2100,0,2013
Spain,2300,0,2013
Spain,2600,0,2013
Spain,3400,0,2013
Spain,3600,0,2013
Sri Lanka,700,0,2013
Sri Lanka,800,0,2013
Sri Lanka,900,0,2013
Sri Lanka,1500,0,2013
Sri Lanka,1800,0.332765379,2013
Sri Lanka,2100,0,2013
Sri Lanka,2300,0,2013
Sri Lanka,2600,0,2013
Sri Lanka,3400,0,2013
Sri Lanka,3600,0,2013
Sweden,700,0,2013
Sweden,800,0,2013
Sweden,900,0,2013
Sweden,1500,0,2013
Sweden,1800,0,2013
Sweden,2100,0,2013
Sweden,2300,0,2013
Sweden,2600,0,2013
Sweden,3400,0,2013
Sweden,3600,0,2013
Switzerland,700,0,2013
Switzerland,800,0,2013
Switzerland,900,0,2013
Switzerland,1500,0,2013
Switzerland,1800,0,2013
Switzerland,2100,0,2013
Switzerland,2300,0,2013
Switzerland,2600,0,2013
Switzerland,3400,0,2013
Switzerland,3600,0,2013
Thailand,700,0,2013
Thailand,800,0,2013
Thailand,900,0,2013
Thailand,1500,0,2013
Thailand,1800,0,2013
Thailand,2100,0,2013
Thailand,2300,0,2013
Thailand,2600,0,2013
Thailand,3400,0,2013
Thailand,3600,0,2013
Turkey,700,0,2013
Turkey,800,0,2013
Turkey,900,0,2013
Turkey,1500,0,2013
Turkey,1800,0,2013
Turkey,2100,0,2013
Turkey,2300,0,2013
Turkey,2600,0,2013
Turkey,3400,0,2013
Turkey,3600,0,2013
Ukraine,700,0,2013
Ukraine,800,0,2013
Ukraine,900,0,2013
Ukraine,1500,0,2013
Ukraine,1800,0,2013
Ukraine,2100,0,2013
Ukraine,2300,0,2013
Ukraine,2600,0,2013
Ukraine,3400,0,2013
Ukraine,3600,0,2013
United Kingdom,700,0,2013
United Kingdom,800,0.215484324,2013
United Kingdom,900,0,2013
United Kingdom,1500,0,2013
United Kingdom,1800,0,2013
United Kingdom,2100,0,2013
United Kingdom,2300,0,2013
United Kingdom,2600,0.09195596,2013
United Kingdom,3400,0,2013
United Kingdom,3600,0,2013
Uruguay,700,0,2013
Uruguay,800,0,2013
Uruguay,900,0.240275597,2013
Uruguay,1500,0,2013
Uruguay,1800,0,2013
Uruguay,2100,0,2013
Uruguay,2300,0,2013
Uruguay,2600,0,2013
Uruguay,3400,0,2013
Uruguay,3600,0,2013
Albania,700,0,2012
Albania,800,0,2012
Albania,900,0,2012
Albania,1500,0,2012
Albania,1800,0,2012
Albania,2100,0,2012
Albania,2300,0,2012
Albania,2600,0,2012
Albania,3400,0,2012
Albania,3600,0,2012
Algeria,700,0,2012
Algeria,800,0,2012
Algeria,900,0,2012
Algeria,1500,0,2012
Algeria,1800,0,2012
Algeria,2100,0,2012
Algeria,2300,0,2012
Algeria,2600,0,2012
Algeria,3400,0,2012
Algeria,3600,0,2012
Argentina,700,0,2012
Argentina,800,0,2012
Argentina,900,0,2012
Argentina,1500,0,2012
Argentina,1800,0,2012
Argentina,2100,0,2012
Argentina,2300,0,2012
Argentina,2600,0,2012
Argentina,3400,0,2012
Argentina,3600,0,2012
Australia,700,0,2012
Australia,800,0,2012
Australia,900,0,2012
Australia,1500,0,2012
Australia,1800,0,2012
Australia,2100,0,2012
Australia,2300,0,2012
Australia,2600,0,2012
Australia,3400,0,2012
Australia,3600,0,2012
Bangladesh,700,0,2012
Bangladesh,800,0,2012
Bangladesh,900,0,2012
Bangladesh,1500,0,2012
Bangladesh,1800,0,2012
Bangladesh,2100,0,2012
Bangladesh,2300,0,2012
Bangladesh,2600,0,2012
Bangladesh,3400,0,2012
Bangladesh,3600,0,2012
Belgium,700,0,2012
Belgium,800,0,2012
Belgium,900,0,2012
Belgium,1500,0,2012
Belgium,1800,0,2012
Belgium,2100,0,2012
Belgium,2300,0,2012
Belgium,2600,0,2012
Belgium,3400,0,2012
Belgium,3600,0,2012
Brazil,700,0,2012
Brazil,800,0,2012
Brazil,900,0,2012
Brazil,1500,0,2012
Brazil,1800,0,2012
Brazil,2100,0,2012
Brazil,2300,0,2012
Brazil,2600,0,2012
Brazil,3400,0,2012
Brazil,3600,0,2012
Bulgaria,700,0,2012
Bulgaria,800,0,2012
Bulgaria,900,0,2012
Bulgaria,1500,0,2012
Bulgaria,1800,0,2012
Bulgaria,2100,0,2012
Bulgaria,2300,0,2012
Bulgaria,2600,0,2012
Bulgaria,3400,0,2012
Bulgaria,3600,0,2012
Chile,700,0,2012
Chile,800,0,2012
Chile,900,0,2012
Chile,1500,0,2012
Chile,1800,0,2012
Chile,2100,0,2012
Chile,2300,0,2012
Chile,2600,0.017714495,2012
Chile,3400,0,2012
Chile,3600,0,2012
Colombia,700,0,2012
Colombia,800,0,2012
Colombia,900,0,2012
Colombia,1500,0,2012
Colombia,1800,0,2012
Colombia,2100,0,2012
Colombia,2300,0,2012
Colombia,2600,0,2012
Colombia,3400,0,2012
Colombia,3600,0,2012
Costa Rica,700,0,2012
Costa Rica,800,0,2012
Costa Rica,900,0,2012
Costa Rica,1500,0,2012
Costa Rica,1800,0,2012
Costa Rica,2100,0,2012
Costa Rica,2300,0,2012
Costa Rica,2600,0,2012
Costa Rica,3400,0,2012
Costa Rica,3600,0,2012
Croatia,700,0,2012
Croatia,800,0.456884134,2012
Croatia,900,0,2012
Croatia,1500,0,2012
Croatia,1800,0,2012
Croatia,2100,0,2012
Croatia,2300,0,2012
Croatia,2600,0,2012
Croatia,3400,0,2012
Croatia,3600,0,2012
Cyprus,700,0,2012
Cyprus,800,0,2012
Cyprus,900,0,2012
Cyprus,1500,0,2012
Cyprus,1800,0,2012
Cyprus,2100,0,2012
Cyprus,2300,0,2012
Cyprus,2600,0,2012
Cyprus,3400,0,2012
Cyprus,3600,0,2012
Czech Republic,700,0,2012
Czech Republic,800,0,2012
Czech Republic,900,0,2012
Czech Republic,1500,0,2012
Czech Republic,1800,0,2012
Czech Republic,2100,0,2012
Czech Republic,2300,0,2012
Czech Republic,2600,0,2012
Czech Republic,3400,0,2012
Czech Republic,3600,0,2012
Denmark,700,0,2012
Denmark,800,0.374303931,2012
Denmark,900,0,2012
Denmark,1500,0,2012
Denmark,1800,0,2012
Denmark,2100,0,2012
Denmark,2300,0,2012
Denmark,2600,0,2012
Denmark,3400,0,2012
Denmark,3600,0,2012
Dominican Republic,700,0,2012
Dominican Republic,800,0,2012
Dominican Republic,900,0,2012
Dominican Republic,1500,0,2012
Dominican Republic,1800,0,2012
Dominican Republic,2100,0,2012
Dominican Republic,2300,0,2012
Dominican Republic,2600,0,2012
Dominican Republic,3400,0,2012
Dominican Republic,3600,0,2012
Ecuador,700,0,2012
Ecuador,800,0,2012
Ecuador,900,0,2012
Ecuador,1500,0,2012
Ecuador,1800,0,2012
Ecuador,2100,0,2012
Ecuador,2300,0,2012
Ecuador,2600,0,2012
Ecuador,3400,0,2012
Ecuador,3600,0,2012
Estonia,700,0,2012
Estonia,800,0,2012
Estonia,900,0,2012
Estonia,1500,0,2012
Estonia,1800,0,2012
Estonia,2100,0,2012
Estonia,2300,0,2012
Estonia,2600,0,2012
Estonia,3400,0,2012
Estonia,3600,0,2012
Fiji,700,0,2012
Fiji,800,0,2012
Fiji,900,0,2012
Fiji,1500,0,2012
Fiji,1800,0,2012
Fiji,2100,0,2012
Fiji,2300,0,2012
Fiji,2600,0,2012
Fiji,3400,0,2012
Fiji,3600,0,2012
Finland,700,0,2012
Finland,800,0,2012
Finland,900,0,2012
Finland,1500,0,2012
Finland,1800,0,2012
Finland,2100,0,2012
Finland,2300,0,2012
Finland,2600,0,2012
Finland,3400,0,2012
Finland,3600,0,2012
France,700,0,2012
France,800,0,2012
France,900,0,2012
France,1500,0,2012
France,1800,0,2012
France,2100,0,2012
France,2300,0,2012
France,2600,0,2012
France,3400,0,2012
France,3600,0,2012
Georgia,700,0,2012
Georgia,800,0,2012
Georgia,900,0,2012
Georgia,1500,0,2012
Georgia,1800,0,2012
Georgia,2100,0,2012
Georgia,2300,0,2012
Georgia,2600,0,2012
Georgia,3400,0,2012
Georgia,3600,0,2012
Germany,700,0,2012
Germany,800,0,2012
Germany,900,0,2012
Germany,1500,0,2012
Germany,1800,0,2012
Germany,2100,0,2012
Germany,2300,0,2012
Germany,2600,0,2012
Germany,3400,0,2012
Germany,3600,0,2012
Greece,700,0,2012
Greece,800,0,2012
Greece,900,0,2012
Greece,1500,0,2012
Greece,1800,0,2012
Greece,2100,0,2012
Greece,2300,0,2012
Greece,2600,0,2012
Greece,3400,0,2012
Greece,3600,0,2012
Honduras,700,0,2012
Honduras,800,0,2012
Honduras,900,0,2012
Honduras,1500,0,2012
Honduras,1800,0,2012
Honduras,2100,0,2012
Honduras,2300,0,2012
Honduras,2600,0,2012
Honduras,3400,0,2012
Honduras,3600,0,2012
Hong Kong Chi0,700,0,2012
Hong Kong Chi0,800,0,2012
Hong Kong Chi0,900,0,2012
Hong Kong Chi0,1500,0,2012
Hong Kong Chi0,1800,0,2012
Hong Kong Chi0,2100,0,2012
Hong Kong Chi0,2300,0,2012
Hong Kong Chi0,2600,0,2012
Hong Kong Chi0,3400,0,2012
Hong Kong Chi0,3600,0,2012
Hungary,700,0,2012
Hungary,800,0,2012
Hungary,900,3.130821275,2012
Hungary,1500,0,2012
Hungary,1800,0.079934978,2012
Hungary,2100,0.079934978,2012
Hungary,2300,0,2012
Hungary,2600,0,2012
Hungary,3400,0,2012
Hungary,3600,0,2012
Ireland,700,0,2012
Ireland,800,0.459845743,2012
Ireland,900,0,2012
Ireland,1500,0,2012
Ireland,1800,0,2012
Ireland,2100,0,2012
Ireland,2300,0,2012
Ireland,2600,0,2012
Ireland,3400,0,2012
Ireland,3600,0,2012
Israel,700,0,2012
Israel,800,0,2012
Israel,900,0,2012
Israel,1500,0,2012
Israel,1800,0,2012
Israel,2100,0,2012
Israel,2300,0,2012
Israel,2600,0,2012
Israel,3400,0,2012
Israel,3600,0,2012
Italy,700,0,2012
Italy,800,0,2012
Italy,900,0,2012
Italy,1500,0,2012
Italy,1800,0,2012
Italy,2100,0,2012
Italy,2300,0,2012
Italy,2600,0,2012
Italy,3400,0,2012
Italy,3600,0,2012
Jordan,700,0,2012
Jordan,800,0,2012
Jordan,900,0,2012
Jordan,1500,0,2012
Jordan,1800,0,2012
Jordan,2100,0,2012
Jordan,2300,0,2012
Jordan,2600,0,2012
Jordan,3400,0,2012
Jordan,3600,0,2012
Korea Rep.,700,0,2012
Korea Rep.,800,0,2012
Korea Rep.,900,0,2012
Korea Rep.,1500,0,2012
Korea Rep.,1800,0,2012
Korea Rep.,2100,0,2012
Korea Rep.,2300,0,2012
Korea Rep.,2600,0,2012
Korea Rep.,3400,0,2012
Korea Rep.,3600,0,2012
Kyrgyz Republic,700,0,2012
Kyrgyz Republic,800,0,2012
Kyrgyz Republic,900,0,2012
Kyrgyz Republic,1500,0,2012
Kyrgyz Republic,1800,0,2012
Kyrgyz Republic,2100,0,2012
Kyrgyz Republic,2300,0,2012
Kyrgyz Republic,2600,0,2012
Kyrgyz Republic,3400,0,2012
Kyrgyz Republic,3600,0,2012
Latvia,700,0,2012
Latvia,800,0,2012
Latvia,900,0,2012
Latvia,1500,0,2012
Latvia,1800,0,2012
Latvia,2100,0,2012
Latvia,2300,0.003345456,2012
Latvia,2600,0.019191051,2012
Latvia,3400,0,2012
Latvia,3600,0,2012
Lithuania,700,0,2012
Lithuania,800,0,2012
Lithuania,900,0,2012
Lithuania,1500,0,2012
Lithuania,1800,0,2012
Lithuania,2100,0,2012
Lithuania,2300,0,2012
Lithuania,2600,0,2012
Lithuania,3400,0,2012
Lithuania,3600,0,2012
Macedonia FYR,700,0,2012
Macedonia FYR,800,0,2012
Macedonia FYR,900,0,2012
Macedonia FYR,1500,0,2012
Macedonia FYR,1800,0,2012
Macedonia FYR,2100,0,2012
Macedonia FYR,2300,0,2012
Macedonia FYR,2600,0,2012
Macedonia FYR,3400,0,2012
Macedonia FYR,3600,0,2012
Malaysia,700,0,2012
Malaysia,800,0,2012
Malaysia,900,0,2012
Malaysia,1500,0,2012
Malaysia,1800,0,2012
Malaysia,2100,0,2012
Malaysia,2300,0,2012
Malaysia,2600,0,2012
Malaysia,3400,0,2012
Malaysia,3600,0,2012
Malta,700,0,2012
Malta,800,0,2012
Malta,900,0,2012
Malta,1500,0,2012
Malta,1800,0,2012
Malta,2100,0,2012
Malta,2300,0,2012
Malta,2600,0,2012
Malta,3400,0,2012
Malta,3600,0,2012
Moldova,700,0,2012
Moldova,800,0,2012
Moldova,900,0,2012
Moldova,1500,0,2012
Moldova,1800,0,2012
Moldova,2100,0,2012
Moldova,2300,0,2012
