country,band,value,year
Moldova,2600,0,2012
Moldova,3400,0,2012
Moldova,3600,0,2012
Morocco,700,0,2012
Morocco,800,0,2012
Morocco,900,0,2012
Morocco,1500,0,2012
Morocco,1800,0,2012
Morocco,2100,0,2012
Morocco,2300,0,2012
Morocco,2600,0,2012
Morocco,3400,0,2012
Morocco,3600,0,2012
Mozambique,700,0,2012
Mozambique,800,0,2012
Mozambique,900,0,2012
Mozambique,1500,0,2012
Mozambique,1800,0,2012
Mozambique,2100,0,2012
Mozambique,2300,0,2012
Mozambique,2600,0,2012
Mozambique,3400,0,2012
Mozambique,3600,0,2012
Netherlands,700,0,2012
Netherlands,800,5.005485855,2012
Netherlands,900,0,2012
Netherlands,1500,0,2012
Netherlands,1800,0,2012
Netherlands,2100,0,2012
Netherlands,2300,0,2012
Netherlands,2600,0,2012
Netherlands,3400,0,2012
Netherlands,3600,0,2012
New Zealand,700,0,2012
New Zealand,800,0,2012
New Zealand,900,0,2012
New Zealand,1500,0,2012
New Zealand,1800,0,2012
New Zealand,2100,0,2012
New Zealand,2300,0,2012
New Zealand,2600,0,2012
New Zealand,3400,0,2012
New Zealand,3600,0,2012
Nigeria,700,0,2012
Nigeria,800,0,2012
Nigeria,900,0,2012
Nigeria,1500,0,2012
Nigeria,1800,0,2012
Nigeria,2100,0,2012
Nigeria,2300,0,2012
Nigeria,2600,0,2012
Nigeria,3400,0,2012
Nigeria,3600,0,2012
Norway,700,0,2012
Norway,800,0,2012
Norway,900,0,2012
Norway,1500,0,2012
Norway,1800,0,2012
Norway,2100,0.011993514,2012
Norway,2300,0,2012
Norway,2600,0,2012
Norway,3400,0,2012
Norway,3600,0,2012
Pakistan,700,0,2012
Pakistan,800,0,2012
Pakistan,900,0,2012
Pakistan,1500,0,2012
Pakistan,1800,0,2012
Pakistan,2100,0,2012
Pakistan,2300,0,2012
Pakistan,2600,0,2012
Pakistan,3400,0,2012
Pakistan,3600,0,2012
Peru,700,0,2012
Peru,800,0,2012
Peru,900,0,2012
Peru,1500,0,2012
Peru,1800,0,2012
Peru,2100,0,2012
Peru,2300,0,2012
Peru,2600,0,2012
Peru,3400,0,2012
Peru,3600,0,2012
Poland,700,0,2012
Poland,800,0,2012
Poland,900,0,2012
Poland,1500,0,2012
Poland,1800,0,2012
Poland,2100,0,2012
Poland,2300,0,2012
Poland,2600,0,2012
Poland,3400,0,2012
Poland,3600,0,2012
Portugal,700,0,2012
Portugal,800,0,2012
Portugal,900,0,2012
Portugal,1500,0,2012
Portugal,1800,0,2012
Portugal,2100,0,2012
Portugal,2300,0,2012
Portugal,2600,0,2012
Portugal,3400,0,2012
Portugal,3600,0,2012
Romania,700,0,2012
Romania,800,0.294500683,2012
Romania,900,0.515492104,2012
Romania,1500,0,2012
Romania,1800,0,2012
Romania,2100,0,2012
Romania,2300,0,2012
Romania,2600,0.028356362,2012
Romania,3400,0,2012
Romania,3600,0,2012
Russian Federation,700,0,2012
Russian Federation,800,0,2012
Russian Federation,900,0,2012
Russian Federation,1500,0,2012
Russian Federation,1800,0,2012
Russian Federation,2100,0,2012
Russian Federation,2300,0,2012
Russian Federation,2600,0,2012
Russian Federation,3400,0,2012
Russian Federation,3600,0,2012
Serbia,700,0,2012
Serbia,800,0,2012
Serbia,900,0,2012
Serbia,1500,0,2012
Serbia,1800,0,2012
Serbia,2100,0,2012
Serbia,2300,0,2012
Serbia,2600,0,2012
Serbia,3400,0,2012
Serbia,3600,0,2012
Singapore,700,0,2012
Singapore,800,0,2012
Singapore,900,0,2012
Singapore,1500,0,2012
Singapore,1800,0,2012
Singapore,2100,0,2012
Singapore,2300,0,2012
Singapore,2600,0,2012
Singapore,3400,0,2012
Singapore,3600,0,2012
Slovak Republic,700,0,2012
Slovak Republic,800,0,2012
Slovak Republic,900,0,2012
Slovak Republic,1500,0,2012
Slovak Republic,1800,0,2012
Slovak Republic,2100,0,2012
Slovak Republic,2300,0,2012
Slovak Republic,2600,0,2012
Slovak Republic,3400,0,2012
Slovak Republic,3600,0,2012
Slovenia,700,0,2012
Slovenia,800,0,2012
Slovenia,900,0,2012
Slovenia,1500,0,2012
Slovenia,1800,0,2012
Slovenia,2100,0,2012
Slovenia,2300,0,2012
Slovenia,2600,0,2012
Slovenia,3400,0,2012
Slovenia,3600,0,2012
Spain,700,0,2012
Spain,800,0,2012
Spain,900,0,2012
Spain,1500,0,2012
Spain,1800,0,2012
Spain,2100,0,2012
Spain,2300,0,2012
Spain,2600,0,2012
Spain,3400,0,2012
Spain,3600,0,2012
Sri Lanka,700,0,2012
Sri Lanka,800,0,2012
Sri Lanka,900,0,2012
Sri Lanka,1500,0,2012
Sri Lanka,1800,0,2012
Sri Lanka,2100,0,2012
Sri Lanka,2300,0,2012
Sri Lanka,2600,0,2012
Sri Lanka,3400,0,2012
Sri Lanka,3600,0,2012
Sweden,700,0,2012
Sweden,800,0,2012
Sweden,900,0,2012
Sweden,1500,0,2012
Sweden,1800,0,2012
Sweden,2100,0,2012
Sweden,2300,0,2012
Sweden,2600,0,2012
Sweden,3400,0,2012
Sweden,3600,0,2012
Switzerland,700,0,2012
Switzerland,800,0.290437116,2012
Switzerland,900,0,2012
Switzerland,1500,0,2012
Switzerland,1800,0,2012
Switzerland,2100,0,2012
Switzerland,2300,0,2012
Switzerland,2600,0,2012
Switzerland,3400,0,2012
Switzerland,3600,0,2012
Thailand,700,0,2012
Thailand,800,0,2012
Thailand,900,0,2012
Thailand,1500,0,2012
Thailand,1800,0,2012
Thailand,2100,0,2012
Thailand,2300,0,2012
Thailand,2600,0,2012
Thailand,3400,0,2012
Thailand,3600,0,2012
Turkey,700,0,2012
Turkey,800,0,2012
Turkey,900,0,2012
Turkey,1500,0,2012
Turkey,1800,0,2012
Turkey,2100,0,2012
Turkey,2300,0,2012
Turkey,2600,0,2012
Turkey,3400,0,2012
Turkey,3600,0,2012
Ukraine,700,0,2012
Ukraine,800,0,2012
Ukraine,900,0,2012
Ukraine,1500,0,2012
Ukraine,1800,0,2012
Ukraine,2100,0,2012
Ukraine,2300,0,2012
Ukraine,2600,0,2012
Ukraine,3400,0,2012
Ukraine,3600,0,2012
United Kingdom,700,0,2012
United Kingdom,800,0,2012
United Kingdom,900,0,2012
United Kingdom,1500,0,2012
United Kingdom,1800,0,2012
United Kingdom,2100,0,2012
United Kingdom,2300,0,2012
United Kingdom,2600,0,2012
United Kingdom,3400,0,2012
United Kingdom,3600,0,2012
Uruguay,700,0,2012
Uruguay,800,0,2012
Uruguay,900,0,2012
Uruguay,1500,0,2012
Uruguay,1800,0,2012
Uruguay,2100,0,2012
Uruguay,2300,0,2012
Uruguay,2600,0,2012
Uruguay,3400,0,2012
Uruguay,3600,0,2012
Albania,700,0,2011
Albania,800,0,2011
Albania,900,0,2011
Albania,1500,0,2011
Albania,1800,0,2011
Albania,2100,0,2011
Albania,2300,0,2011
Albania,2600,0,2011
Albania,3400,0,2011
Albania,3600,0,2011
Algeria,700,0,2011
Algeria,800,0,2011
Algeria,900,0,2011
Algeria,1500,0,2011
Algeria,1800,0,2011
Algeria,2100,0,2011
Algeria,2300,0,2011
Algeria,2600,0,2011
Algeria,3400,0,2011
Algeria,3600,0,2011
Argentina,700,0,2011
Argentina,800,0,2011
Argentina,900,0,2011
Argentina,1500,0,2011
Argentina,1800,0,2011
Argentina,2100,0,2011
Argentina,2300,0,2011
Argentina,2600,0,2011
Argentina,3400,0,2011
Argentina,3600,0,2011
Australia,700,0,2011
Australia,800,0,2011
Australia,900,0,2011
Australia,1500,0,2011
Australia,1800,0,2011
Australia,2100,0,2011
Australia,2300,0,2011
Australia,2600,0,2011
Australia,3400,0,2011
Australia,3600,0,2011
Bangladesh,700,0,2011
Bangladesh,800,0,2011
Bangladesh,900,0,2011
Bangladesh,1500,0,2011
Bangladesh,1800,0,2011
Bangladesh,2100,0,2011
Bangladesh,2300,0,2011
Bangladesh,2600,0,2011
Bangladesh,3400,0,2011
Bangladesh,3600,0,2011
Belgium,700,0,2011
Belgium,800,0,2011
Belgium,900,0,2011
Belgium,1500,0,2011
Belgium,1800,0,2011
Belgium,2100,0.283276891,2011
Belgium,2300,0,2011
Belgium,2600,0.057642168,2011
Belgium,3400,0,2011
Belgium,3600,0,2011
Brazil,700,0,2011
Brazil,800,0,2011
Brazil,900,0,2011
Brazil,1500,0,2011
Brazil,1800,0,2011
Brazil,2100,0,2011
Brazil,2300,0,2011
Brazil,2600,0,2011
Brazil,3400,0,2011
Brazil,3600,0,2011
Bulgaria,700,0,2011
Bulgaria,800,0,2011
Bulgaria,900,0,2011
Bulgaria,1500,0,2011
Bulgaria,1800,0.380008269,2011
Bulgaria,2100,0,2011
Bulgaria,2300,0,2011
Bulgaria,2600,0,2011
Bulgaria,3400,0,2011
Bulgaria,3600,0,2011
Chile,700,0,2011
Chile,800,0,2011
Chile,900,0,2011
Chile,1500,0,2011
Chile,1800,0,2011
Chile,2100,0,2011
Chile,2300,0,2011
Chile,2600,0,2011
Chile,3400,0,2011
Chile,3600,0,2011
Colombia,700,0,2011
Colombia,800,0,2011
Colombia,900,0,2011
Colombia,1500,0,2011
Colombia,1800,0,2011
Colombia,2100,0,2011
Colombia,2300,0,2011
Colombia,2600,0,2011
Colombia,3400,0,2011
Colombia,3600,0,2011
Costa Rica,700,0,2011
Costa Rica,800,0,2011
Costa Rica,900,0,2011
Costa Rica,1500,0,2011
Costa Rica,1800,0.000653755,2011
Costa Rica,2100,0,2011
Costa Rica,2300,0,2011
Costa Rica,2600,0,2011
Costa Rica,3400,0,2011
Costa Rica,3600,0,2011
Croatia,700,0,2011
Croatia,800,0,2011
Croatia,900,0,2011
Croatia,1500,0,2011
Croatia,1800,0,2011
Croatia,2100,0,2011
Croatia,2300,0,2011
Croatia,2600,0,2011
Croatia,3400,0,2011
Croatia,3600,0,2011
Cyprus,700,0,2011
Cyprus,800,0,2011
Cyprus,900,0,2011
Cyprus,1500,0,2011
Cyprus,1800,0,2011
Cyprus,2100,0,2011
Cyprus,2300,0,2011
Cyprus,2600,0,2011
Cyprus,3400,0,2011
Cyprus,3600,0,2011
Czech Republic,700,0,2011
Czech Republic,800,0,2011
Czech Republic,900,0,2011
Czech Republic,1500,0,2011
Czech Republic,1800,0,2011
Czech Republic,2100,0,2011
Czech Republic,2300,0,2011
Czech Republic,2600,0,2011
Czech Republic,3400,0,2011
Czech Republic,3600,0,2011
Denmark,700,0,2011
Denmark,800,0,2011
Denmark,900,0,2011
Denmark,1500,0,2011
Denmark,1800,0,2011
Denmark,2100,0,2011
Denmark,2300,0,2011
Denmark,2600,0,2011
Denmark,3400,0,2011
Denmark,3600,0,2011
Dominican Republic,700,0,2011
Dominican Republic,800,0,2011
Dominican Republic,900,0,2011
Dominican Republic,1500,0,2011
Dominican Republic,1800,0,2011
Dominican Republic,2100,0,2011
Dominican Republic,2300,0,2011
Dominican Republic,2600,0,2011
Dominican Republic,3400,0,2011
Dominican Republic,3600,0,2011
Ecuador,700,0,2011
Ecuador,800,0,2011
Ecuador,900,0,2011
Ecuador,1500,0,2011
Ecuador,1800,0,2011
Ecuador,2100,0,2011
Ecuador,2300,0,2011
Ecuador,2600,0,2011
Ecuador,3400,0,2011
Ecuador,3600,0,2011
Estonia,700,0,2011
Estonia,800,0,2011
Estonia,900,0,2011
Estonia,1500,0,2011
Estonia,1800,0,2011
Estonia,2100,0,2011
Estonia,2300,0,2011
Estonia,2600,0,2011
Estonia,3400,0,2011
Estonia,3600,0,2011
Fiji,700,0,2011
Fiji,800,0,2011
Fiji,900,0,2011
Fiji,1500,0,2011
Fiji,1800,0,2011
Fiji,2100,0,2011
Fiji,2300,0,2011
Fiji,2600,0,2011
Fiji,3400,0,2011
Fiji,3600,0,2011
Finland,700,0,2011
Finland,800,0,2011
Finland,900,0,2011
Finland,1500,0,2011
Finland,1800,0,2011
Finland,2100,0,2011
Finland,2300,0,2011
Finland,2600,0,2011
Finland,3400,0,2011
Finland,3600,0,2011
France,700,0,2011
France,800,1.012309573,2011
France,900,0,2011
France,1500,0,2011
France,1800,0,2011
France,2100,0,2011
France,2300,0,2011
France,2600,0.135819069,2011
France,3400,0,2011
France,3600,0,2011
Georgia,700,0,2011
Georgia,800,0,2011
Georgia,900,0,2011
Georgia,1500,0,2011
Georgia,1800,0,2011
Georgia,2100,0,2011
Georgia,2300,0,2011
Georgia,2600,0,2011
Georgia,3400,0,2011
Georgia,3600,0,2011
Germany,700,0,2011
Germany,800,0,2011
Germany,900,0,2011
Germany,1500,0,2011
Germany,1800,0,2011
Germany,2100,0,2011
Germany,2300,0,2011
Germany,2600,0,2011
Germany,3400,0,2011
Germany,3600,0,2011
Greece,700,0,2011
Greece,800,0,2011
Greece,900,0.577484942,2011
Greece,1500,0,2011
Greece,1800,0.255090916,2011
Greece,2100,0,2011
Greece,2300,0,2011
Greece,2600,0,2011
Greece,3400,0,2011
Greece,3600,0,2011
Honduras,700,0,2011
Honduras,800,0,2011
Honduras,900,0,2011
Honduras,1500,0,2011
Honduras,1800,0,2011
Honduras,2100,0,2011
Honduras,2300,0,2011
Honduras,2600,0,2011
Honduras,3400,0,2011
Honduras,3600,0,2011
Hong Kong Chi0,700,0,2011
Hong Kong Chi0,800,0,2011
Hong Kong Chi0,900,5.55266497,2011
Hong Kong Chi0,1500,0,2011
Hong Kong Chi0,1800,0,2011
Hong Kong Chi0,2100,0,2011
Hong Kong Chi0,2300,0.291343532,2011
Hong Kong Chi0,2600,0,2011
Hong Kong Chi0,3400,0,2011
Hong Kong Chi0,3600,0,2011
Hungary,700,0,2011
Hungary,800,0,2011
Hungary,900,0,2011
Hungary,1500,0,2011
Hungary,1800,0,2011
Hungary,2100,0,2011
Hungary,2300,0,2011
Hungary,2600,0,2011
Hungary,3400,0,2011
Hungary,3600,0,2011
Ireland,700,0,2011
Ireland,800,0,2011
Ireland,900,0,2011
Ireland,1500,0,2011
Ireland,1800,0,2011
Ireland,2100,0,2011
Ireland,2300,0,2011
Ireland,2600,0,2011
Ireland,3400,0,2011
Ireland,3600,0,2011
Israel,700,0,2011
Israel,800,0,2011
Israel,900,0,2011
Israel,1500,0,2011
Israel,1800,0,2011
Israel,2100,0,2011
Israel,2300,0,2011
Israel,2600,0,2011
Israel,3400,0,2011
Israel,3600,0,2011
Italy,700,0,2011
Italy,800,1.071876283,2011
Italy,900,0,2011
Italy,1500,0,2011
Italy,1800,0.343683024,2011
Italy,2100,0,2011
Italy,2300,0,2011
Italy,2600,0.053572212,2011
Italy,3400,0,2011
Italy,3600,0,2011
Jordan,700,0,2011
Jordan,800,0,2011
Jordan,900,0,2011
Jordan,1500,0,2011
Jordan,1800,0,2011
Jordan,2100,0,2011
Jordan,2300,0,2011
Jordan,2600,0,2011
Jordan,3400,0,2011
Jordan,3600,0,2011
Korea Rep.,700,0,2011
Korea Rep.,800,0,2011
Korea Rep.,900,0,2011
Korea Rep.,1500,0,2011
Korea Rep.,1800,0,2011
Korea Rep.,2100,0,2011
Korea Rep.,2300,0,2011
Korea Rep.,2600,0,2011
Korea Rep.,3400,0,2011
Korea Rep.,3600,0,2011
Kyrgyz Republic,700,0,2011
Kyrgyz Republic,800,0,2011
Kyrgyz Republic,900,0,2011
Kyrgyz Republic,1500,0,2011
Kyrgyz Republic,1800,0,2011
Kyrgyz Republic,2100,0,2011
Kyrgyz Republic,2300,0,2011
Kyrgyz Republic,2600,0,2011
Kyrgyz Republic,3400,0,2011
Kyrgyz Republic,3600,0,2011
Latvia,700,0,2011
Latvia,800,0,2011
Latvia,900,0,2011
Latvia,1500,0,2011
Latvia,1800,0,2011
Latvia,2100,0,2011
Latvia,2300,0,2011
Latvia,2600,0,2011
Latvia,3400,0,2011
Latvia,3600,0,2011
Lithuania,700,0,2011
Lithuania,800,0,2011
Lithuania,900,0,2011
Lithuania,1500,0,2011
Lithuania,1800,0,2011
Lithuania,2100,0,2011
Lithuania,2300,0,2011
Lithuania,2600,0,2011
Lithuania,3400,0,2011
Lithuania,3600,0,2011
Macedonia FYR,700,0,2011
Macedonia FYR,800,0,2011
Macedonia FYR,900,0,2011
Macedonia FYR,1500,0,2011
Macedonia FYR,1800,0,2011
Macedonia FYR,2100,0,2011
Macedonia FYR,2300,0,2011
Macedonia FYR,2600,0,2011
Macedonia FYR,3400,0,2011
Macedonia FYR,3600,0,2011
Malaysia,700,0,2011
Malaysia,800,0,2011
Malaysia,900,0,2011
Malaysia,1500,0,2011
Malaysia,1800,0,2011
Malaysia,2100,0,2011
Malaysia,2300,0,2011
Malaysia,2600,0,2011
Malaysia,3400,0,2011
Malaysia,3600,0,2011
Malta,700,0,2011
Malta,800,0,2011
Malta,900,0,2011
Malta,1500,0,2011
Malta,1800,0,2011
Malta,2100,0,2011
Malta,2300,0,2011
Malta,2600,0,2011
Malta,3400,0,2011
Malta,3600,0,2011
Moldova,700,0,2011
Moldova,800,0,2011
Moldova,900,0,2011
Moldova,1500,0,2011
Moldova,1800,0,2011
Moldova,2100,0,2011
Moldova,2300,0,2011
Moldova,2600,0,2011
Moldova,3400,0,2011
Moldova,3600,0,2011
Morocco,700,0,2011
Morocco,800,0,2011
Morocco,900,0,2011
Morocco,1500,0,2011
Morocco,1800,0,2011
Morocco,2100,0,2011
Morocco,2300,0,2011
Morocco,2600,0,2011
Morocco,3400,0,2011
Morocco,3600,0,2011
Mozambique,700,0,2011
Mozambique,800,0,2011
Mozambique,900,0.038565731,2011
Mozambique,1500,0,2011
Mozambique,1800,0,2011
Mozambique,2100,0,2011
Mozambique,2300,0,2011
Mozambique,2600,0,2011
Mozambique,3400,0,2011
Mozambique,3600,0,2011
Netherlands,700,0,2011
Netherlands,800,0,2011
Netherlands,900,0,2011
Netherlands,1500,0,2011
Netherlands,1800,0,2011
Netherlands,2100,0,2011
Netherlands,2300,0,2011
Netherlands,2600,0,2011
Netherlands,3400,0,2011
Netherlands,3600,0,2011
New Zealand,700,0,2011
New Zealand,800,0,2011
New Zealand,900,0,2011
New Zealand,1500,0,2011
New Zealand,1800,0,2011
New Zealand,2100,0,2011
New Zealand,2300,0,2011
New Zealand,2600,0,2011
New Zealand,3400,0,2011
New Zealand,3600,0,2011
Nigeria,700,0,2011
Nigeria,800,0,2011
Nigeria,900,0,2011
Nigeria,1500,0,2011
Nigeria,1800,0,2011
Nigeria,2100,0,2011
Nigeria,2300,0,2011
Nigeria,2600,0,2011
Nigeria,3400,0,2011
Nigeria,3600,0,2011
Norway,700,0,2011
Norway,800,0,2011
Norway,900,0,2011
Norway,1500,0,2011
Norway,1800,0,2011
Norway,2100,0,2011
Norway,2300,0,2011
Norway,2600,0,2011
Norway,3400,0,2011
Norway,3600,0,2011
Pakistan,700,0,2011
Pakistan,800,0,2011
Pakistan,900,0,2011
Pakistan,1500,0,2011
Pakistan,1800,0,2011
Pakistan,2100,0,2011
Pakistan,2300,0,2011
Pakistan,2600,0,2011
Pakistan,3400,0,2011
Pakistan,3600,0,2011
Peru,700,0,2011
Peru,800,0,2011
Peru,900,0,2011
Peru,1500,0,2011
Peru,1800,0,2011
Peru,2100,0,2011
Peru,2300,0,2011
Peru,2600,0,2011
Peru,3400,0,2011
Peru,3600,0,2011
Poland,700,0,2011
Poland,800,0,2011
Poland,900,0,2011
Poland,1500,0,2011
Poland,1800,0,2011
Poland,2100,0,2011
Poland,2300,0,2011
Poland,2600,0,2011
Poland,3400,0,2011
Poland,3600,0,2011
Portugal,700,0,2011
Portugal,800,0.671184672,2011
Portugal,900,0.447456448,2011
Portugal,1500,0,2011
Portugal,1800,0.05966086,2011
Portugal,2100,0,2011
Portugal,2300,0,2011
Portugal,2600,0.044745645,2011
Portugal,3400,0,2011
Portugal,3600,0,2011
Romania,700,0,2011
Romania,800,0,2011
Romania,900,0,2011
Romania,1500,0,2011
Romania,1800,0,2011
Romania,2100,0,2011
Romania,2300,0,2011
Romania,2600,0,2011
Romania,3400,0,2011
Romania,3600,0,2011
Russian Federation,700,0,2011
Russian Federation,800,0,2011
Russian Federation,900,0,2011
Russian Federation,1500,0,2011
Russian Federation,1800,0,2011
Russian Federation,2100,0,2011
Russian Federation,2300,0,2011
Russian Federation,2600,0,2011
Russian Federation,3400,0,2011
Russian Federation,3600,0,2011
Serbia,700,0,2011
Serbia,800,0,2011
Serbia,900,0,2011
Serbia,1500,0,2011
Serbia,1800,0,2011
Serbia,2100,0,2011
Serbia,2300,0,2011
Serbia,2600,0,2011
Serbia,3400,0,2011
Serbia,3600,0,2011
Singapore,700,0,2011
Singapore,800,0,2011
Singapore,900,0,2011
Singapore,1500,0,2011
Singapore,1800,0.513216023,2011
Singapore,2100,0,2011
Singapore,2300,0,2011
Singapore,2600,0,2011
Singapore,3400,0,2011
Singapore,3600,0,2011
Slovak Republic,700,0,2011
Slovak Republic,800,0,2011
Slovak Republic,900,0,2011
Slovak Republic,1500,0,2011
Slovak Republic,1800,0,2011
Slovak Republic,2100,0,2011
Slovak Republic,2300,0,2011
Slovak Republic,2600,0,2011
Slovak Republic,3400,0,2011
Slovak Republic,3600,0,2011
Slovenia,700,0,2011
Slovenia,800,0,2011
Slovenia,900,0,2011
Slovenia,1500,0,2011
Slovenia,1800,0,2011
Slovenia,2100,0,2011
Slovenia,2300,0,2011
Slovenia,2600,0,2011
Slovenia,3400,0,2011
Slovenia,3600,0,2011
Spain,700,0,2011
Spain,800,0.688810016,2011
Spain,900,0.527245336,2011
Spain,1500,0,2011
Spain,1800,0.042974422,2011
Spain,2100,0,2011
Spain,2300,0,2011
Spain,2600,0.034264941,2011
Spain,3400,0,2011
Spain,3600,0,2011
Sri Lanka,700,0,2011
Sri Lanka,800,0,2011
Sri Lanka,900,0,2011
Sri Lanka,1500,0,2011
Sri Lanka,1800,0,2011
Sri Lanka,2100,0,2011
Sri Lanka,2300,0,2011
Sri Lanka,2600,0,2011
Sri Lanka,3400,0,2011
Sri Lanka,3600,0,2011
Sweden,700,0,2011
Sweden,800,0.582226476,2011
Sweden,900,0,2011
Sweden,1500,0,2011
Sweden,1800,0.228909554,2011
Sweden,2100,0,2011
Sweden,2300,0,2011
Sweden,2600,0,2011
Sweden,3400,0,2011
Sweden,3600,0,2011
Switzerland,700,0,2011
Switzerland,800,0,2011
Switzerland,900,0,2011
Switzerland,1500,0,2011
Switzerland,1800,0,2011
Switzerland,2100,0,2011
Switzerland,2300,0,2011
Switzerland,2600,0,2011
Switzerland,3400,0,2011
Switzerland,3600,0,2011
Thailand,700,0,2011
Thailand,800,0,2011
Thailand,900,0,2011
Thailand,1500,0,2011
Thailand,1800,0,2011
Thailand,2100,0,2011
Thailand,2300,0,2011
Thailand,2600,0,2011
Thailand,3400,0,2011
Thailand,3600,0,2011
Turkey,700,0,2011
Turkey,800,0,2011
Turkey,900,0,2011
Turkey,1500,0,2011
Turkey,1800,0,2011
Turkey,2100,0,2011
Turkey,2300,0,2011
Turkey,2600,0,2011
Turkey,3400,0,2011
Turkey,3600,0,2011
Ukraine,700,0,2011
Ukraine,800,0,2011
Ukraine,900,0,2011
Ukraine,1500,0,2011
Ukraine,1800,0,2011
Ukraine,2100,0,2011
Ukraine,2300,0,2011
Ukraine,2600,0,2011
Ukraine,3400,0,2011
Ukraine,3600,0,2011
United Kingdom,700,0,2011
United Kingdom,800,0,2011
United Kingdom,900,0,2011
United Kingdom,1500,0,2011
United Kingdom,1800,0,2011
United Kingdom,2100,0,2011
United Kingdom,2300,0,2011
United Kingdom,2600,0,2011
United Kingdom,3400,0,2011
United Kingdom,3600,0,2011
Uruguay,700,0,2011
Uruguay,800,0,2011
Uruguay,900,0,2011
Uruguay,1500,0,2011
Uruguay,1800,0,2011
Uruguay,2100,0,2011
Uruguay,2300,0,2011
Uruguay,2600,0,2011
Uruguay,3400,0,2011
Uruguay,3600,0,2011
